Age,DailyRate,Education,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MonthlyRupiah,BonusScore,AnnualBonus
19,1181,1,79,3,1,2,1483,0,3,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1837215,0.3394518985145294,1483.0
40,1395,3,54,3,2,2,5605,0,3,20,2,20,7,2,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6943756,0.6251412810866189,6306.416880490499
35,662,5,94,3,3,2,7295,0,3,10,3,10,8,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9037413,0.5539642672717452,11336.169329747381
53,1436,2,34,3,2,3,2306,1,4,13,3,7,7,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2856789,0.7428801470427581,2866.0816190806
45,194,3,60,3,2,2,2348,0,3,20,2,17,9,0,15,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2908821,0.6184859452526658,2626.204999453259
32,967,3,43,3,3,4,8998,0,3,9,2,9,8,3,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11147175,0.5162927548628915,13643.602208256298
29,1496,1,41,3,2,3,4319,0,3,10,1,10,7,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5350595,0.515939141294653,4387.841151251607
51,1169,4,34,2,2,3,6132,0,3,10,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7596630,0.3394518985145294,6132.0
58,1145,3,75,2,1,2,3346,1,4,9,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4145193,0.3394518985145294,3346.0
40,630,4,67,2,3,4,10855,0,3,15,2,12,11,2,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13447721,0.3394518985145294,14539.750358375217
34,303,4,75,3,1,3,2231,0,3,6,3,4,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2763875,0.35254934069272414,2231.0
22,1256,1,80,3,1,4,2323,0,4,2,6,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2877849,0.4183130972896645,2323.0
27,691,3,57,3,1,2,2024,0,3,6,1,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2507433,0.3394518985145294,2024.0
28,440,3,42,3,1,4,2713,0,3,5,2,5,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3361001,0.40716777554953676,2713.0
57,334,2,83,4,3,4,9439,1,3,12,2,5,3,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11693508,0.7877169303390287,16874.26010547009
27,1450,3,79,2,1,3,2566,1,3,1,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3178890,0.3394518985145294,2566.0
50,1452,3,53,3,5,2,19926,0,3,21,5,5,4,4,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24685332,0.5329802103320159,61092.327342151504
41,465,3,56,3,1,3,2451,0,3,13,2,9,8,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3036422,0.3394518985145294,2451.0
30,1339,3,41,3,3,4,9419,0,3,12,2,10,9,7,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11668731,0.552053017589503,14618.78737267553
38,702,4,59,2,2,4,8686,0,4,12,2,8,3,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10760654,0.5131493834159621,8800.215544351046
32,120,5,43,3,1,3,3038,0,4,8,2,5,4,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3763627,0.5418051670052614,3165.004097361984
27,1157,3,51,3,1,2,3058,1,3,6,3,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3788404,0.4687940892984579,3058.0
19,602,1,100,1,1,1,2325,0,4,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2880327,0.15448537055604228,1521.6784865427983
36,1480,2,30,3,1,2,2088,0,3,13,3,8,7,7,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2586720,0.4009391733721881,2088.0
30,111,3,66,3,2,1,3072,0,3,12,4,12,9,6,10,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3805748,0.4671471554181079,3072.0
45,1268,2,30,3,2,1,5006,1,3,9,3,5,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6201685,0.4971262581026582,5006.0
56,713,3,67,3,1,1,4257,1,3,19,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5273786,0.4527083542054914,4257.0
33,134,3,90,3,1,4,2500,0,3,4,2,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3097126,0.3394518985145294,2500.0
19,303,3,47,2,1,4,1102,0,4,1,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1365213,0.3394518985145294,1102.0
46,526,2,92,3,3,1,10453,0,4,24,2,24,13,15,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12949703,0.8213097348685631,19038.15065858109
38,1380,2,75,3,1,4,2288,0,3,2,3,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2834490,0.3394518985145294,2288.0
31,140,1,95,3,1,4,3929,1,4,7,0,4,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4867443,0.6256863171843369,4422.82154021726
34,629,2,95,3,1,2,2311,0,3,9,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2862983,0.3844842193274838,2311.0
41,1356,2,70,3,1,2,3140,1,4,4,5,4,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3889990,0.5674218680326492,3351.704665622519
50,328,3,86,2,1,3,3690,0,3,5,2,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4571358,0.3394518985145294,3690.0
53,1084,2,57,4,2,1,4450,0,3,5,3,4,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5512884,0.5219410753807217,4547.637785444212
33,931,3,72,3,1,2,2756,0,3,8,5,8,7,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3414272,0.39903207018126896,2756.0
40,989,1,46,3,5,3,19033,0,3,21,2,20,8,9,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23579039,0.7695349260312198,67359.11649430441
55,692,4,61,4,5,2,18722,0,3,36,3,24,15,2,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23193756,0.8622120964322623,69728.66973880962
34,1069,1,45,2,2,3,9547,0,3,10,2,10,9,1,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11827304,0.3542300322258821,9547.0
51,313,3,98,3,4,2,13734,0,3,21,6,7,7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17014371,0.5683318278086137,32309.20398468525
52,699,4,65,2,5,3,19999,0,3,34,5,33,18,11,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24775768,0.6457506663348004,65826.73515205934
27,894,3,99,3,1,2,2279,0,3,7,2,7,7,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2823340,0.3394518985145294,2279.0
35,556,2,50,2,2,3,5916,1,3,8,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7329039,0.3394518985145294,5916.0
43,1344,3,37,4,1,4,2089,0,3,7,3,5,4,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2587958,0.5420078975429811,2176.7544979672875
45,1195,2,65,2,4,4,16792,0,4,22,1,20,8,11,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20802775,0.7373372272815694,43760.05008076817
37,290,3,65,4,1,1,3564,1,3,8,3,8,7,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4415263,0.6671634453454979,4159.770519211354
35,138,3,37,3,2,2,4425,0,3,10,5,6,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5481913,0.4630272990886939,4425.0
42,926,2,36,3,2,3,5265,0,3,11,5,5,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6522547,0.4206711707159294,5265.0
38,1261,4,88,3,2,3,6553,0,3,14,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8118186,0.37923592078528345,6553.0
38,1084,3,54,3,2,4,6261,0,3,9,3,7,7,1,7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7756442,0.3756504431129035,6261.0
27,472,1,60,2,2,1,4298,0,3,6,1,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5324579,0.3394518985145294,4298.0
49,1002,4,92,3,2,4,6804,1,3,7,0,7,7,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8429138,0.5291080796988673,7002.051374271094
34,878,4,43,3,1,3,3815,1,3,5,4,5,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4726214,0.4777715200493994,3815.0
40,905,2,99,3,2,4,2741,1,3,15,2,7,2,3,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3395689,0.63658725484453,3115.3856655288564
38,1180,1,70,3,2,1,6673,1,3,17,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8266848,0.39723442314935276,6673.0
29,121,3,35,3,3,4,7639,0,4,10,3,10,4,1,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9463578,0.7311589189801332,13224.322982089236
22,1136,3,60,4,1,2,2328,1,3,4,2,4,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2884044,0.6093969183473095,2582.6760259125367
36,635,1,73,3,1,4,2153,0,3,8,2,8,1,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2667245,0.3465563226247075,2153.0
40,1151,5,63,2,2,4,4876,0,3,5,5,3,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6040634,0.3394518985145294,4876.0
46,644,4,97,3,3,1,9396,0,3,17,3,4,2,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11640238,0.5023896900529834,14116.453527737833
32,1045,4,32,1,3,4,10400,0,3,14,2,14,8,9,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12884044,0.3394518985145294,13930.299744551106
30,829,1,88,2,3,3,8474,0,4,12,2,11,8,5,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10498018,0.6021983839300346,13577.029105423111
27,1242,3,90,3,2,3,9981,0,3,7,2,7,7,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12364965,0.39545606522619237,9981.0
51,1469,4,81,2,3,2,12490,0,3,16,5,10,9,4,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15473241,0.3703241939244222,17115.34918211603
30,1005,3,88,3,1,1,2657,1,3,8,5,5,2,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3291625,0.4651012454460999,2657.0
41,896,3,75,3,3,4,13591,1,3,16,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16837215,0.5393473086519488,20921.269271888636
30,334,4,52,2,2,1,6696,0,3,9,5,6,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8295342,0.36165201256369817,6696.0
29,992,3,85,3,1,3,2058,0,3,7,1,6,2,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2549554,0.3394518985145294,2058.0
45,1052,3,57,2,3,4,8865,0,3,23,2,19,7,12,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10982408,0.5315783063865952,13577.441686117167
54,1147,3,52,3,2,1,5940,0,3,16,4,6,2,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7358771,0.46844897728600643,5940.0
36,1396,2,62,3,2,2,5914,0,3,16,3,13,11,3,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7326561,0.5116695188228179,5983.0135343181455
33,147,4,47,2,1,2,2622,0,4,7,3,3,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3248266,0.3394518985145294,2622.0
37,663,3,47,3,3,4,12185,1,3,10,1,10,8,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15095391,0.6083575409754264,19597.83663678557
38,119,3,76,3,3,3,10609,0,3,17,6,16,10,5,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13142963,0.5474337798219807,16416.724970131392
31,979,4,90,1,2,3,4345,0,3,6,2,5,4,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5382805,0.3394518985145294,4345.0
59,142,3,70,2,1,4,2177,0,3,7,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2696977,0.3394518985145294,2177.0
37,319,4,41,3,1,4,2793,0,3,13,2,9,8,5,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3460109,0.3394518985145294,2793.0
29,1413,1,42,3,3,4,7918,0,3,11,5,11,10,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9809217,0.6146242665436169,12784.59494249236
35,944,3,92,3,3,3,8789,0,3,10,3,10,7,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10888256,0.5418555022724346,13551.36800947243
29,896,1,86,2,1,4,2389,1,3,4,3,4,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2959613,0.3394518985145294,2389.0
52,1323,3,89,2,1,4,3212,0,3,6,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3979187,0.3394518985145294,3212.0
42,532,2,58,3,5,4,19232,0,3,22,3,22,17,11,15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,23825570,0.6884216934838238,64943.45201816179
59,818,2,52,3,1,3,2267,0,3,7,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2808474,0.3394518985145294,2267.0
50,854,4,68,3,5,4,19517,0,3,32,3,7,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24178642,0.5330765718545375,59842.11090577001
33,813,3,58,3,1,4,2436,1,3,8,2,5,4,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3017839,0.4813343528894817,2436.0
43,1034,3,80,3,4,4,16064,1,4,22,3,17,13,1,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19900892,0.8304189618991774,44105.77530592258
33,465,2,39,3,1,1,2707,0,4,13,3,9,7,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3353568,0.5432158175960692,2823.985218232559
52,771,4,79,2,5,3,19068,1,3,33,2,33,7,15,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23622398,0.7151760563909034,65409.954086523496
32,1401,2,56,3,1,2,3931,0,3,6,5,4,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4869921,0.3394518985145294,3931.0
32,515,3,62,2,1,3,3730,1,3,4,2,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4620912,0.3394518985145294,3730.0
39,1431,4,96,3,1,3,2232,0,3,7,1,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2765114,0.3394518985145294,2232.0
32,976,4,100,3,2,4,4465,0,3,4,2,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5531467,0.3394518985145294,4465.0
41,1411,2,36,3,2,1,3072,0,3,17,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3805748,0.4142809829918992,3072.0
40,1300,2,62,3,2,4,3319,0,3,9,3,9,8,4,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4111744,0.5395904799139527,3450.4008028344088
45,252,3,70,4,5,4,19202,0,3,25,2,24,0,1,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,23788404,0.904016581988151,73121.85281467295
31,1327,4,73,3,3,3,13675,0,3,9,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16941278,0.48976176404144667,20372.492123266784
33,832,4,63,2,1,4,2911,0,3,2,2,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3606293,0.3394518985145294,2911.0
34,470,4,84,2,2,1,5957,0,3,13,3,11,9,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7379832,0.36489483609449347,5957.0
37,1017,2,83,2,1,1,3920,0,3,17,2,3,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4856293,0.3394518985145294,3920.0
45,1199,4,77,4,2,3,6434,0,3,9,1,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7970763,0.491788260190293,6434.0
37,504,3,61,3,3,3,10048,0,3,17,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12447968,0.3762410064436992,13828.46963274629
39,505,4,64,3,3,3,10938,0,4,20,1,19,6,11,8,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13550545,0.789166584132787,19569.904097244424
29,665,3,60,3,1,4,2340,0,3,6,1,6,5,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2898910,0.41872540097323174,2340.0
42,916,2,82,4,2,1,6545,1,3,10,1,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8108276,0.6603678240233569,7594.607408232871
29,1247,2,45,3,2,4,6931,0,3,10,2,3,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8586472,0.38685743551996266,6931.0
25,685,3,62,3,2,3,4898,0,3,5,3,4,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6067889,0.3394518985145294,4898.0
42,269,3,56,2,1,1,2593,1,3,10,4,9,6,7,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3212339,0.3767427785754742,2593.0
40,1416,2,49,3,5,3,19436,0,3,22,5,21,7,3,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24078295,0.6378994623999029,63668.42790240902
51,833,3,96,3,1,4,2723,0,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3373389,0.3394518985145294,2723.0
31,307,2,71,2,1,2,3479,0,3,6,2,5,4,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4309960,0.3394518985145294,3479.0
32,1311,3,100,4,1,2,2794,0,4,5,3,5,1,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3461348,0.609066008752826,3098.7304284553957
38,1327,2,39,2,2,4,5249,0,3,13,0,8,7,7,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6502725,0.3607115030710719,5249.0
32,128,1,84,2,2,1,2176,0,3,9,5,6,2,0,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2695738,0.3455132069467084,2176.0
46,488,3,75,1,4,2,16872,1,3,28,2,7,7,7,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20901883,0.3679050355897725,34618.940640705965
28,529,4,79,3,1,3,3485,0,3,5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4317393,0.22597469990553376,2530.021829170785
29,1210,3,78,2,2,2,6644,0,3,10,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8230922,0.16745712976265914,4434.5851701431075
31,1463,3,64,2,2,4,5582,0,4,10,2,9,0,7,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6915263,0.5646406335124116,5942.824016266282
25,675,2,85,4,2,1,4000,0,3,6,2,6,3,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4955401,0.5251623628953982,4100.649451581592
45,1385,2,79,3,4,4,13496,1,3,21,2,20,7,4,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16719524,0.7976186075989723,36390.99109223359
36,1403,3,47,3,1,4,3210,0,3,16,4,15,13,10,11,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3976710,0.47686945813395876,3210.0
55,452,3,81,3,5,1,19045,1,3,37,2,36,10,4,13,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23593905,0.8392302244243756,70056.27924832447
47,666,4,88,3,3,2,11849,1,3,10,2,10,7,9,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14679138,0.7165548737599382,20339.458699181505
28,1158,3,94,3,1,4,2070,0,4,5,3,5,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2564420,0.43245065002395167,2070.0
37,228,4,98,3,2,4,6502,0,3,7,5,5,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8055005,0.3578487880959209,6502.0
21,996,2,100,2,1,3,3230,0,3,3,4,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4001487,0.3394518985145294,3230.0
37,728,4,80,3,3,4,13603,1,3,15,2,5,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16852081,0.4991854799437003,20393.420083674155
35,1315,3,71,4,3,2,11996,0,3,10,6,7,7,6,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14861249,0.5268471726564746,18316.058683187068
38,322,2,44,4,2,1,5605,1,4,8,3,8,0,7,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6943756,0.8316974768074691,7464.164357505865
26,1479,3,84,3,2,2,6397,0,4,6,6,6,5,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7924926,0.5536344654941686,6740.099675766197
50,797,1,96,3,5,2,19144,0,3,28,4,10,4,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23716551,0.6263640735413608,62270.22764775162
53,1070,4,45,3,4,3,17584,1,3,21,5,5,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21783944,0.7236382962211051,45462.68370112787
42,635,1,99,3,2,3,4907,0,4,20,3,20,16,11,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6079039,0.7321154681711292,6045.990602315731
29,442,2,44,3,2,4,4554,0,3,10,3,10,7,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5641724,0.44520482535643213,4554.0
55,147,2,37,3,2,4,5415,1,3,12,4,10,7,0,8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6708375,0.5373741557017223,5617.381053124827
26,496,2,60,3,2,1,4741,1,3,5,3,5,3,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5873389,0.5196303170093713,4834.06733294143
37,1372,3,42,3,1,4,2115,0,3,17,3,17,12,5,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2620168,0.42027501909432674,2115.0
44,920,3,43,3,1,3,3161,1,4,19,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3916006,0.6134770887428181,3519.701077516048
38,688,4,82,3,2,4,5745,0,3,10,2,2,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7117195,0.36726209877920146,5745.0
26,1449,4,45,3,1,2,2373,1,3,5,2,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2939792,0.4510341085031542,2373.0
28,1117,2,66,3,1,4,3310,0,4,5,3,5,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4100595,0.48365646568725906,3310.0
49,636,4,35,3,5,1,18665,1,3,22,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23123142,0.6633903942199418,62094.36341623042
36,506,3,30,3,2,2,4485,0,3,10,2,8,0,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5556244,0.489995670854417,4485.0
31,444,3,84,3,1,2,2789,0,3,2,5,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3455154,0.34947084389582905,2789.0
26,950,4,48,2,2,4,5828,1,3,8,0,8,7,7,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7220020,0.3563850923317031,5828.0
37,889,3,53,3,1,4,2326,1,3,4,3,4,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2881566,0.4091560955614062,2326.0
42,555,3,77,3,4,2,13525,0,3,23,2,20,4,4,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16755451,0.7419740123092843,35340.29777472461
18,230,3,54,3,1,3,1420,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1759167,0.2881814342689053,1119.2176366618455
35,1232,3,96,3,3,2,8020,0,3,12,3,11,9,6,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9935580,0.5620929491841874,12527.985452457184
36,566,4,81,4,1,4,3688,0,3,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4568880,0.3857521317505508,3688.0
51,1302,3,84,1,2,2,5482,0,3,13,3,4,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6791378,0.3394518985145294,5482.0
41,334,4,88,3,4,2,16015,0,3,22,2,22,10,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19840188,0.7302143931449884,41564.07525932549
18,812,3,69,2,1,3,1200,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1486620,0.03849707516927081,646.196490203125
